mcp_servername,language,integration_type,star_count,violated_rule,violated_rule_name,issue_type,issue_severity,component,fix_guideline,issue_tags,quality_impact
latitude-dev/latitude-llm,TypeScript,mined,1796,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,latitude-dev.latitude-llm:apps/web/src/hooks/logFilters/useProcessLogFilters.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
latitude-dev/latitude-llm,TypeScript,mined,1796,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,latitude-dev.latitude-llm:packages/core/src/repositories/connectedEvaluationsRepository/getConnectedDocumentsWithMetadata.test.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
latitude-dev/latitude-llm,TypeScript,mined,1796,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,latitude-dev.latitude-llm:packages/core/src/repositories/connectedEvaluationsRepository/getConnectedDocumentsWithMetadata.test.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
latitude-dev/latitude-llm,TypeScript,mined,1796,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,latitude-dev.latitude-llm:packages/core/src/repositories/connectedEvaluationsRepository/getConnectedDocumentsWithMetadata.test.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
latitude-dev/latitude-llm,TypeScript,mined,1796,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,latitude-dev.latitude-llm:packages/core/src/repositories/connectedEvaluationsRepository/getConnectedDocumentsWithMetadata.test.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
Surfer-Org/Protocol,TypeScript,mined,1423,css:S4650,"""calc"" operands should be correctly spaced",BUG,BLOCKER,Surfer-Org.Protocol:cookbook/python/knowledge-graph/lib/tom-select/tom-select.css,"Expected single space after ""+"" operator",,RELIABILITY
Surfer-Org/Protocol,TypeScript,mined,1423,css:S4654,CSS properties should be valid,BUG,BLOCKER,Surfer-Org.Protocol:cookbook/python/knowledge-graph/lib/tom-select/tom-select.css,"Unexpected unknown property ""font-smoothing""",,RELIABILITY
Surfer-Org/Protocol,TypeScript,mined,1423,css:S4654,CSS properties should be valid,BUG,BLOCKER,Surfer-Org.Protocol:cookbook/python/knowledge-graph/lib/tom-select/tom-select.css,"Unexpected unknown property ""overflow-scrolling""",,RELIABILITY
Surfer-Org/Protocol,TypeScript,mined,1423,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,Surfer-Org.Protocol:desktop/src/renderer/styles/globals.css,"Unexpected shorthand ""background"" after ""background-color""",,RELIABILITY
block/goose,Rust,mined,10607,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,block.goose:ui/desktop/src/api/types.gen.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
firebase/genkit,TypeScript,mined,1217,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,firebase.genkit:js/plugins/vertexai/src/gemini.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
firebase/genkit,TypeScript,mined,1217,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,firebase.genkit:js/plugins/googleai/src/gemini.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
firebase/genkit,TypeScript,mined,1217,typescript:S1143,"Jump statements should not occur in ""finally"" blocks",BUG,CRITICAL,firebase.genkit:genkit-tools/cli/src/commands/config.ts,Unsafe usage of ThrowStatement.,"cwe, error-handling",RELIABILITY
firebase/genkit,TypeScript,mined,1217,typescript:S1143,"Jump statements should not occur in ""finally"" blocks",BUG,CRITICAL,firebase.genkit:genkit-tools/cli/src/commands/config.ts,Unsafe usage of ReturnStatement.,"cwe, error-handling",RELIABILITY
remotion-dev/remotion,TypeScript,mined,21742,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remotion-dev.remotion:packages/media-utils/src/visualize-audio.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remotion-dev/remotion,TypeScript,mined,21742,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,remotion-dev.remotion:packages/it-tests/src/monorepo/get-all-packages.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
remotion-dev/remotion,TypeScript,mined,21742,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remotion-dev.remotion:packages/media-parser/src/containers/webm/parse-ebml.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remotion-dev/remotion,TypeScript,mined,21742,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remotion-dev.remotion:packages/serverless-client/src/constants.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remotion-dev/remotion,TypeScript,mined,21742,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,remotion-dev.remotion:packages/serverless/src/handlers/launch.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
remotion-dev/remotion,TypeScript,mined,21742,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,remotion-dev.remotion:packages/renderer/src/render-media.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
remotion-dev/remotion,TypeScript,mined,21742,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,remotion-dev.remotion:packages/docs/docusaurus-theme-shiki-twoslash/theme/CodeBlock/styles.css,"Unexpected shorthand ""padding"" after ""padding-top""",,RELIABILITY
remotion-dev/remotion,TypeScript,mined,21742,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,remotion-dev.remotion:packages/docs/docusaurus-theme-shiki-twoslash/theme/CodeBlock/styles.css,"Unexpected shorthand ""transition"" after ""transition-timing-function""",,RELIABILITY
remotion-dev/remotion,TypeScript,mined,21742,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,remotion-dev.remotion:packages/core/src/audio/shared-audio-tags.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
remotion-dev/remotion,TypeScript,mined,21742,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,remotion-dev.remotion:packages/core/src/audio/shared-audio-tags.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
remotion-dev/remotion,TypeScript,mined,21742,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,remotion-dev.remotion:packages/docs/components/layout/button.module.css,"Unexpected shorthand ""font"" after ""font-weight""",,RELIABILITY
ai-christianson/RA.Aid,Python,mined,1406,python:S930,The number and name of arguments passed to a function should match its parameters,BUG,BLOCKER,ai-christianson.RA.Aid:ra_aid/server/server.py,Remove this unexpected named argument 'summary'.,cwe,RELIABILITY
ai-christianson/RA.Aid,Python,mined,1406,python:S930,The number and name of arguments passed to a function should match its parameters,BUG,BLOCKER,ai-christianson.RA.Aid:ra_aid/fallback_handler.py,Add 1 missing arguments; 'handle_failure' expects 3 positional arguments.,cwe,RELIABILITY
microsoft/semanticworkbench,Python,mined,175,python:S1143,"Break, continue and return statements should not occur in ""finally"" blocks",BUG,CRITICAL,microsoft.semanticworkbench:assistants/skill-assistant/assistant/skill_assistant.py,"Remove this ""return"" statement from this ""finally"" block.","cwe, error-handling, pitfall",RELIABILITY
microsoft/semanticworkbench,Python,mined,175,python:S5915,Assertions should not be made at the end of blocks expecting an exception,BUG,CRITICAL,microsoft.semanticworkbench:libraries/python/skills/skill-library/skill_library/skills/guided_conversation/tests/test_artifact_helpers.py,"Refactor this test; if this assertion’s argument raises an exception, the assertion will never get executed.","tests, unused, pitfall",RELIABILITY
microsoft/semanticworkbench,Python,mined,175,python:S1143,"Break, continue and return statements should not occur in ""finally"" blocks",BUG,CRITICAL,microsoft.semanticworkbench:libraries/python/openai-client/openai_client/tools.py,"Remove this ""return"" statement from this ""finally"" block.","cwe, error-handling, pitfall",RELIABILITY
microsoft/semanticworkbench,Python,mined,175,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,microsoft.semanticworkbench:workbench-app/src/libs/Utility.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
devflowinc/trieve,Rust,mined,2001,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,devflowinc.trieve:clients/trieve-shopify-extension/app/utils/formatting.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
devflowinc/trieve,Rust,mined,2001,javascript:S2189,Loops should not be infinite,BUG,BLOCKER,devflowinc.trieve:pdf2md/server/static/viewer.mjs,'scrollMatches' is not modified in this loop.,,RELIABILITY
devflowinc/trieve,Rust,mined,2001,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,devflowinc.trieve:docker/keycloak/themes/trieve/login/resources/css/styles.css,"Unexpected shorthand ""border-right"" after ""border-right-color""",,RELIABILITY
devflowinc/trieve,Rust,mined,2001,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,devflowinc.trieve:docker/keycloak/themes/trieve/login/resources/css/styles.css,"Unexpected shorthand ""border-color"" after ""border-bottom-color""",,RELIABILITY
devflowinc/trieve,Rust,mined,2001,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,devflowinc.trieve:docker/keycloak/themes/trieve/login/resources/css/styles.css,"Unexpected shorthand ""border-bottom"" after ""border-bottom-color""",,RELIABILITY
fonoster/fonoster,TypeScript,mined,6542,javascript:S2189,Loops should not be infinite,BUG,BLOCKER,fonoster.fonoster:site/site-assets/js/prism.js,'g' is not modified in this loop.,,RELIABILITY
moeru-ai/airi,TypeScript,mined,157,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,moeru-ai.airi:packages/ccc/src/export/types/extensions.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
moeru-ai/airi,TypeScript,mined,157,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,moeru-ai.airi:packages/provider-transformers/src/index.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
moeru-ai/airi,TypeScript,mined,157,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,moeru-ai.airi:packages/provider-transformers/src/index.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
moeru-ai/airi,TypeScript,mined,157,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,moeru-ai.airi:packages/duckdb-wasm/src/duckdb.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
moeru-ai/airi,TypeScript,mined,157,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,moeru-ai.airi:apps/stage-web/src/components/Backgrounds/Cross.vue,"Unexpected shorthand ""background"" after ""background-color""",,RELIABILITY
moeru-ai/airi,TypeScript,mined,157,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,moeru-ai.airi:apps/stage-web/src/components/Backgrounds/Cross.vue,"Unexpected shorthand ""background"" after ""background-color""",,RELIABILITY
BigSweetPotatoStudio/HyperChat,JavaScript,mined,351,javascript:S2189,Loops should not be infinite,BUG,BLOCKER,BigSweetPotatoStudio.HyperChat:web/public/katex/katex.mjs,'isDelimited' is not modified in this loop.,,RELIABILITY
dnakov/anon-kode,JavaScript,mined,1244,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,dnakov.anon-kode:src/permissions.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
dnakov/anon-kode,JavaScript,mined,1244,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,dnakov.anon-kode:src/tools/lsTool/lsTool.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
RussellCanfield/wingman-ai,TypeScript,mined,197,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,RussellCanfield.wingman-ai:views-ui/src/Config/IndexedFilesProgress.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/dialogs/react-dialog.spec.tsx,Refactor this getter to return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,eclipse-theia.theia:dev-packages/ovsx-client/src/ovsx-types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,javascript:S2189,Loops should not be infinite,BUG,BLOCKER,eclipse-theia.theia:examples/api-tests/src/scm.spec.js,'timedOut' is not modified in this loop.,,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/common/hash.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:dev-packages/cli/src/check-dependencies.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/debug/src/browser/debug-frontend-application-contribution.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/debug/src/browser/debug-frontend-application-contribution.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/tree/tree-focus-service.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/monaco/src/browser/monaco-editor-model.ts,Refactor this getter so that it actually refers to the property '_languageId'.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:dev-packages/localization-manager/src/common.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S1143,"Jump statements should not occur in ""finally"" blocks",BUG,CRITICAL,eclipse-theia.theia:dev-packages/application-manager/src/rebuild.ts,Unsafe usage of ReturnStatement.,"cwe, error-handling",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S1143,"Jump statements should not occur in ""finally"" blocks",BUG,CRITICAL,eclipse-theia.theia:dev-packages/application-manager/src/rebuild.ts,Unsafe usage of ThrowStatement.,"cwe, error-handling",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/style/tabs.css,"Unexpected shorthand ""background"" after ""background-size""",,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/plugin-ext/src/main/browser/scm-main.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/search-in-workspace/src/browser/search-in-workspace-widget.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/search-in-workspace/src/browser/search-in-workspace-widget.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/plugin-ext/src/main/browser/comments/comments-contribution.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/filesystem/src/node/parcel-watcher/parcel-filesystem-service.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/git/src/browser/diff/git-diff-tree-model.tsx,Refactor this getter to always return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/scm/src/browser/scm-groups-tree-model.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/authentication-service.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/plugin-ext/src/main/node/paths/plugin-paths-service.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/plugin-ext/src/plugin/file-system-ext-impl.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/terminal/src/browser/terminal-frontend-contribution.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/vsx-registry/src/browser/vsx-extension.tsx,Refactor this getter to always return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/shell/view-column-service.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/shell/view-column-service.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/shell/view-column-service.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/task/src/browser/task-schema-updater.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,eclipse-theia.theia:dev-packages/application-package/src/environment.ts,"Simplify this intersection as it always has type ""any"".","type-dependent, pitfall",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/filesystem/src/node/download/directory-archiver.spec.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/filesystem/src/node/download/directory-archiver.spec.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/filesystem/src/node/download/directory-archiver.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/filesystem/src/node/download/directory-archiver.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/tree/tree-iterator.spec.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/tree/tree-iterator.spec.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/tree/tree-iterator.spec.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/tree/tree-iterator.spec.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/tree/tree-selection-state.spec.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/tree/tree-selection-state.spec.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/shell/application-shell.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,eclipse-theia.theia:packages/core/src/browser/shell/application-shell.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:dev-packages/application-package/src/npm-registry.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/git/src/node/dugite-git.spec.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/git/src/node/dugite-git.spec.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/git/src/node/dugite-git.spec.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/git/src/node/dugite-git.spec.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/node/file-uri.spec.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
eclipse-theia/theia,TypeScript,mined,20496,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,eclipse-theia.theia:packages/core/src/node/file-uri.spec.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
